apg,college,draft_year,gp,mp,mpg,player,ppg,rank,rbg,team,ws,ws_48,yrs
5.3,Saint Joseph's University,2004,682,19789,29.0,Jameer Nelson,12.3,20,3.1,DEN,43.6,.106,11
0.0,,2004,6,28,4.7,Pavel Podkolzin,0.7,21,1.5,UTA,-0.1,-0.163,2
1.0,,2004,143,2351,16.4,Viktor Khryapa,4.5,22,3.4,NJN,2.0,.041,4
0.7,,2004,26,343,13.2,Sergei Monia,3.0,23,2.0,POR,-0.2,-0.025,1
3.6,Saint Joseph's University,2004,432,11842,27.4,Delonte West,9.7,24,2.9,BOS,24.5,.099,8
1.4,Oklahoma State University,2004,634,13475,21.3,Tony Allen,8.1,25,3.2,BOS,31.1,.111,11
1.9,Western Carolina University,2004,629,19430,30.9,Kevin Martin,17.9,26,3.3,SAC,59.1,.146,11
1.3,,2004,478,7592,15.9,Sasha Vujacic,5.6,27,1.9,LAL,14.8,.093,8
3.6,,2004,707,16120,22.8,Beno Udrih,8.8,28,2.1,SAS,28.2,.084,11
0.2,University of Colorado,2004,189,2686,14.2,David Harrison,5.0,29,2.9,IND,3.2,.057,4
1.2,,2004,560,14463,25.8,Anderson Varejao,7.9,30,7.8,ORL,44.9,.149,11
0.6,Iowa State University,2004,87,1111,12.8,Jackson Vroman,3.3,31,3.0,CHI,0.0,.001,2
0.0,,2004,6,20,3.3,Peter John Ramos,1.8,32,0.7,WAS,0.0,-0.108,1
1.4,Xavier University,2004,36,433,12.0,Lionel Chalmers,3.1,33,0.9,LAC,-0.2,-0.025,1
0.8,Southeastern Illinois College,2004,61,560,9.2,Donta Smith,2.7,34,1.1,ATL,0.5,.043,2
0.1,Texas Tech University,2004,14,73,5.2,Andre Emmett,1.4,35,0.6,SEA,0.1,.040,2
1.3,University of Memphis,2004,81,789,9.7,Antonio Burks,2.3,36,0.6,ORL,0.1,.004,2
1.0,University of Texas at Austin,2004,492,6162,12.5,Royal Ivey,3.3,37,1.1,ATL,4.5,.035,10
4.4,Duke University,2004,606,15526,25.6,Chris Duhon,6.5,38,2.3,CHI,25.0,.077,9
,,2004,,,,Albert Miralles,,39,,TOR,,,
0.5,University of Mississippi,2004,136,1436,10.6,Justin Reed,3.5,40,1.4,BOS,0.5,.016,3
,North Carolina Central University,2004,,,,David Young,,41,,SEA,,,
,,2004,,,,Viktor Sanikidze,,42,,ATL,,,
2.0,"University of California, Los Angeles",2004,673,18459,27.4,Trevor Ariza,9.9,43,4.7,NYK,37.5,.097,11
,Florida State University,2004,,,,Tim Pickett,,44,,NOH,,,
1.0,University of Michigan,2004,128,1909,14.9,Bernard Robinson,4.5,45,2.5,CHA,2.0,.049,3
0.1,,2004,46,316,6.9,Ha Seung-Jin,1.5,46,1.5,POR,-0.2,-0.029,2
0.2,"California State University, Fullerton",2004,76,879,11.6,Pape Sow,2.9,47,2.8,MIA,0.8,.044,3
,Morehead State University,2004,,,,Ricky Minard,,48,,SAC,,,
,,2004,,,,Sergei Lishouk,,49,,MEM,,,
0.9,,2004,31,272,8.8,Vassilis Spanoulis,2.7,50,0.7,DAL,-0.1,-0.010,1
,University of Florida,2004,,,,Christian Drejer,,51,,NJN,,,
,Xavier University,2004,,,,Romain Sato,,52,,SAS,,,
0.6,Vanderbilt University,2004,42,588,14.0,Matt Freije,3.2,53,2.0,MIA,-0.6,-0.047,2
,University of Missouri,2004,,,,Rickey Paulding,,54,,DET,,,
0.7,Manhattan College,2004,16,77,4.8,Luis Flores,2.2,55,0.2,HOU,0.0,-0.020,1
,Providence College,2004,,,,Marcus Douthit,,56,,LAL,,,
,,2004,,,,Sergei Karaulov,,57,,SAS,,,
,Gonzaga University,2004,,,,Blake Stepp,,58,,MIN,,,
,University of Georgia,2004,,,,Rashad Wright,,59,,IND,,,
2.3,University of Utah,2005,532,16503,31.0,Andrew Bogut,11.3,1,9.3,MIL,40.6,.118,10
1.3,University of North Carolina,2005,665,19209,28.9,Marvin Williams,10.6,2,5.0,ATL,38.6,.096,10
8.6,University of Illinois at Urbana-Champaign,2005,680,23988,35.3,Deron Williams,17.3,3,3.2,UTA,70.0,.140,10
9.9,Wake Forest University,2005,658,23867,36.3,Chris Paul,18.6,4,4.4,NOH,122.7,.247,10
6.4,University of North Carolina,2005,673,22956,34.1,Raymond Felton,13.0,5,3.2,CHA,32.5,.068,10
1.0,,2005,555,13634,24.6,Martell Webster,8.9,6,3.2,POR,24.6,.086,10
0.9,University of Connecticut,2005,557,12453,22.4,Charlie Villanueva,11.2,7,5.0,TOR,21.6,.083,10
1.1,University of Arizona,2005,625,15558,24.9,Channing Frye,9.7,8,5.1,NYK,30.0,.092,9
0.3,Arizona State University,2005,225,2795,12.4,Ike Diogu,6.0,9,3.1,GSW,6.5,.112,6
1.2,,2005,418,10690,25.6,Andrew Bynum,11.5,10,7.7,LAL,37.4,.168,8
,,2005,,,,Fran Vazquez,,11,,ORL,,,
0.4,,2005,34,168,4.9,Yaroslav Korolev,1.1,12,0.5,LAC,-0.1,-0.024,2
1.0,University of North Carolina,2005,119,1868,15.7,Sean May,6.9,13,4.0,CHA,2.6,.068,4
1.3,University of North Carolina,2005,249,5037,20.2,Rashad McCants,10.0,14,2.0,MIN,3.6,.035,4
1.0,Texas A&M University,2005,297,5714,19.2,Antoine Wright,5.4,15,2.3,NJN,3.1,.026,6
0.5,Oklahoma State University,2005,377,6117,16.2,Joey Graham,5.9,16,2.8,TOR,7.8,.061,6
1.9,University of New Mexico,2005,576,18288,31.8,Danny Granger,17.0,17,5.0,IND,47.9,.126,10
1.0,,2005,396,7997,20.2,Gerald Green,10.2,18,2.6,BOS,12.0,.072,8
0.8,Syracuse University,2005,526,10624,20.2,Hakim Warrick,9.4,19,4.0,MEM,20.4,.092,8
0.8,North Carolina State University,2005,23,98,4.3,Julius Hodge,1.2,20,0.7,DEN,0.0,.003,2
3.0,University of Washington,2005,607,13729,22.6,Nate Robinson,11.1,21,2.4,PHO,27.9,.097,10
4.3,Georgia Institute of Technology,2005,732,20479,28.0,Jarrett Jack,10.9,22,2.8,DEN,33.5,.079,10
1.4,University of Louisville,2005,549,11853,21.6,Francisco Garcia,7.9,23,2.6,SAC,18.3,.074,10
2.1,University of Illinois at Urbana-Champaign,2005,348,7797,22.4,Luther Head,8.2,24,2.4,HOU,14.7,.090,6
0.5,,2005,473,7262,15.4,Johan Petro,4.7,25,3.9,SEA,5.5,.037,8
0.4,University of Cincinnati,2005,584,10884,18.6,Jason Maxiell,5.8,26,4.2,DET,19.4,.085,10
0.8,University of Missouri,2005,409,8185,20.0,Linas Kleiza,8.7,27,3.6,POR,13.6,.080,7
0.3,,2005,330,4809,14.6,Ian Mahinmi,4.3,28,3.5,SAS,12.6,.126,7
0.2,University of Kansas,2005,51,507,9.9,Wayne Simien,3.3,29,1.9,MIA,0.9,.083,2
2.4,University of Florida,2005,660,21282,32.2,David Lee,15.1,30,9.7,NYK,65.1,.147,10
1.0,University of Arizona,2005,157,2672,17.0,Salim Stoudamire,8.0,31,1.4,ATL,2.2,.040,3
1.4,Duke University,2005,127,1683,13.3,Daniel Ewing,3.4,32,1.2,LAC,0.8,.024,2
0.8,Louisiana State University,2005,596,13264,22.3,Brandon Bass,8.9,33,4.6,NOH,32.6,.118,10
1.2,,2005,538,10679,19.8,C.J. Miles,9.1,34,2.3,UTA,16.4,.074,10
,,2005,,,,Ricky Sanchez,,35,,POR,,,
1.1,,2005,416,9904,23.8,Ersan Ilyasova,10.5,36,6.1,MIL,26.3,.128,7
1.3,Gonzaga University,2005,473,8020,17.0,Ronny Turiaf,4.7,37,3.7,LAL,19.2,.115,10
2.4,Marquette University,2005,179,2660,14.9,Travis Diener,4.8,38,1.4,ORL,5.6,.102,5
0.7,Florida State University,2005,200,2475,12.4,Von Wafer,5.3,39,1.2,LAL,3.3,.064,6
4.8,,2005,639,22957,35.9,Monta Ellis,19.4,40,3.6,GSW,35.7,.075,10
1.9,,2005,85,987,11.6,Roko Ukic,4.0,41,0.9,TOR,-0.2,-0.007,2
0.1,University of Pittsburgh,2005,17,144,8.5,Chris Taft,2.8,42,2.1,GSW,0.5,.155,1
0.0,,2005,5,6,1.2,Mile Ilic,0.0,43,0.2,NJN,-0.2,-1.264,1
0.0,,2005,6,9,1.5,Martynas Andriuskevicius,0.0,44,0.7,ORL,0.0,.155,1
3.0,,2005,594,13483,22.7,Louis Williams,11.7,45,2.0,PHI,33.4,.119,10
,,2005,,,,Erazem Lorbek,,46,,IND,,,
0.8,Indiana University,2005,26,325,12.5,Bracey Wright,5.0,47,1.5,MIN,0.5,.068,2
0.8,,2005,145,2348,16.2,Mickael Gelabale,4.6,48,2.3,SEA,3.0,.062,3
1.4,,2005,564,12462,22.1,Andray Blatche,10.1,49,5.4,WAS,19.2,.074,9
1.5,Providence College,2005,487,13463,27.6,Ryan Gomes,10.1,50,4.6,BOS,19.4,.069,8
0.7,Walsh University,2005,23,212,9.2,Robert Whaley,2.1,51,1.9,UTA,0.0,.004,1
,,2005,,,,Axel Hervelle,,52,,DEN,,,
1.2,University of Louisiana at Lafayette,2005,131,1555,11.9,Orien Greene,2.5,53,1.5,BOS,-0.7,-0.022,4
0.2,"University of California, Los Angeles",2005,16,93,5.8,Dijon Thompson,2.8,54,1.2,NYK,0.2,.102,2
0.4,Mississippi State University,2005,87,1150,13.2,Lawrence Roberts,3.8,55,3.6,SEA,2.5,.106,2
1.0,,2005,548,12218,22.3,Amir Johnson,7.5,56,5.7,DET,36.8,.145,10
0.9,,2005,479,11808,24.7,Marcin Gortat,9.7,57,7.4,PHO,35.9,.146,8
0.1,,2005,20,72,3.6,Uros Slokar,1.9,58,0.7,TOR,0.1,.042,1
,,2005,,,,Cenk Akyol,,59,,ATL,,,
0.5,Pepperdine University,2005,30,234,7.8,Alex Acker,2.7,60,1.0,DET,-0.2,-0.043,2
1.2,,2006,477,14409,30.2,Andrea Bargnani,15.0,1,4.9,TOR,17.7,.059,9
2.0,University of Texas at Austin,2006,614,21808,35.5,LaMarcus Aldridge,19.2,2,8.3,CHI,65.5,.144,9
1.4,Gonzaga University,2006,161,3278,20.4,Adam Morrison,7.5,3,2.1,CHA,-1.4,-0.021,3
0.9,Louisiana State University,2006,400,7925,19.8,Tyrus Thomas,7.7,4,4.8,POR,12.9,.078,7
0.5,Duke University,2006,361,5586,15.5,Shelden Williams,4.5,5,4.3,ATL,9.9,.085,6
4.7,University of Washington,2006,326,11561,35.5,Brandon Roy,18.8,6,4.3,MIN,37.4,.155,6
3.0,Villanova University,2006,564,15483,27.5,Randy Foye,11.6,7,2.3,BOS,22.2,.069,9
2.3,University of Connecticut,2006,622,22331,35.9,Rudy Gay,18.4,8,5.8,HOU,39.2,.084,9
0.3,Bradley University,2006,90,524,5.8,Patrick O'Bryant,2.1,9,1.4,GSW,0.5,.046,4
0.0,,2006,47,260,5.5,Mouhamed Sene,2.2,10,1.6,SEA,0.3,.052,3
2.0,Duke University,2006,500,11691,23.4,J.J. Redick,10.3,11,1.8,ORL,31.0,.127,9
0.3,University of Connecticut,2006,292,3378,11.6,Hilton Armstrong,3.0,12,2.6,NOK,3.9,.055,6
1.5,,2006,590,13640,23.1,Thabo Sefolosha,5.8,13,3.8,PHI,26.5,.093,9
1.6,University of Arkansas,2006,502,11539,23.0,Ronnie Brewer,7.8,14,2.8,UTA,30.4,.127,8
0.2,North Carolina State University,2006,75,705,9.4,Cedric Simmons,2.2,15,1.9,NOK,0.1,.005,3
0.4,University of Memphis,2006,299,4600,15.4,Rodney Carney,5.9,16,2.0,CHI,6.2,.064,5
0.7,University of Memphis,2006,288,5105,17.7,Shawne Williams,5.9,17,3.1,IND,6.7,.063,7
0.2,,2006,111,1044,9.4,Oleksiy Pecherov,3.9,18,2.4,WAS,0.5,.025,3
0.7,Rutgers University,2006,143,1535,10.7,Quincy Douby,4.1,19,1.1,SAC,0.0,.000,3
0.6,University of South Carolina,2006,221,3064,13.9,Renaldo Balkman,4.0,20,3.5,NYK,7.2,.113,6
8.5,University of Kentucky,2006,540,17762,32.9,Rajon Rondo,11.0,21,4.7,PHO,46.0,.124,9
2.8,University of Connecticut,2006,203,3095,15.2,Marcus Williams,5.6,22,1.8,NJN,0.0,-0.001,4
0.5,University of Connecticut,2006,256,4482,17.5,Josh Boone,5.2,23,4.9,NJN,9.1,.097,4
5.6,Villanova University,2006,546,15934,29.2,Kyle Lowry,12.3,24,3.9,MEM,46.8,.141,9
1.1,Michigan State University,2006,408,7329,18.0,Shannon Brown,7.6,25,1.9,CLE,9.1,.060,9
2.9,"University of California, Los Angeles",2006,490,9514,19.4,Jordan Farmar,7.7,26,1.9,LAL,13.4,.067,8
2.9,,2006,285,3763,13.2,Sergio Rodriguez,4.3,27,1.3,PHO,3.6,.046,4
0.2,Michigan State University,2006,82,505,6.2,Maurice Ager,2.1,28,0.6,DAL,-0.9,-0.089,4
1.7,Temple University,2006,189,2771,14.7,Mardy Collins,3.9,29,1.8,NYK,-1.6,-0.027,4
0.5,,2006,134,1624,12.1,Joel Freeland,3.1,30,3.5,POR,2.7,.079,3
0.5,University of Cincinnati,2006,67,583,8.7,James White,2.7,31,1.0,POR,0.8,.062,3
0.3,Marquette University,2006,433,5469,12.6,Steve Novak,4.9,32,1.3,HOU,14.2,.125,9
0.4,University of South Florida,2006,281,3092,11.0,Solomon Jones,3.0,33,2.3,ATL,5.0,.078,8
0.4,Michigan State University,2006,82,702,8.6,Paul Davis,2.6,34,1.9,LAC,0.5,.035,4
1.4,University of Texas at Austin,2006,215,5534,25.7,P.J. Tucker,7.4,35,5.2,TOR,11.8,.102,4
0.8,Boston College,2006,403,6826,16.9,Craig Smith,7.6,36,3.9,MIN,16.0,.113,6
0.5,University of Washington,2006,91,867,9.5,Bobby Jones,3.2,37,1.6,MIN,1.1,.060,2
0.1,,2006,7,38,5.4,Kosta Perovic,1.4,38,1.9,GSW,0.0,.060,1
1.0,University of North Carolina,2006,68,792,11.6,David Noel,2.7,39,1.8,MIL,0.4,.024,1
,University of Connecticut,2006,,,,Denham Brown,,40,,SEA,,,
0.1,University of Illinois at Urbana-Champaign,2006,27,156,5.8,James Augustine,1.6,41,1.2,ORL,0.3,.101,2
2.0,University of Texas at Austin,2006,397,9316,23.5,Daniel Gibson,7.8,42,2.0,CLE,16.0,.082,7
0.3,,2006,26,172,6.6,Marcus Vinicius,1.9,43,0.7,NOK,0.2,.056,2
,,2006,,,,Lior Eliyahu,,44,,ORL,,,
0.3,Florida State University,2006,102,1302,12.8,Alexander Johnson,4.3,45,2.7,IND,1.5,.056,2
1.8,University of Illinois at Urbana-Champaign,2006,68,711,10.5,Dee Brown,2.1,46,1.0,UTA,0.1,.008,2
2.0,Louisiana Tech University,2006,654,18641,28.5,Paul Millsap,13.3,47,7.2,UTA,59.4,.153,9
,,2006,,,,Vladimir Veremeenko,,48,,WAS,,,
0.3,University of California,2006,239,3320,13.9,Leon Powe,6.2,49,3.8,DEN,12.0,.174,5
0.3,"University of California, Los Angeles",2006,461,5475,11.9,Ryan Hollins,3.7,50,2.2,CHA,9.0,.079,9
0.0,,2006,22,114,5.2,Cheikh Samb,1.0,51,1.4,LAL,-0.1,-0.056,2
0.2,University of Miami,2006,6,18,3.0,Guillermo Diaz,0.8,52,0.3,LAC,0.0,.033,1
,,2006,,,,Yotam Halperin,,53,,SEA,,,
0.2,University of Arizona,2006,73,547,7.5,Hassan Adams,2.5,54,1.2,NJN,0.8,.072,2
,,2006,,,,Ejike Ugboaja,,55,,CLE,,,
,,2006,,,,Edin Bavcic,,56,,TOR,,,
,,2006,,,,Loukas Mavrokefalidis,,57,,MIN,,,
,George Washington University,2006,,,,J.R. Pinnock,,58,,DAL,,,
0.2,,2006,30,170,5.7,Damir Markota,1.7,59,1.0,SAS,-0.2,-0.070,1
1.2,Iowa State University,2006,14,166,11.9,Will Blalock,1.8,60,1.1,DET,-0.1,-0.032,1
0.5,Ohio State University,2007,105,2028,19.3,Greg Oden,8.0,1,6.2,POR,7.3,.174,3
3.5,University of Texas at Austin,2007,559,21249,38.0,Kevin Durant,27.3,2,6.9,SEA,91.8,.207,8
2.6,University of Florida,2007,459,15577,33.9,Al Horford,14.1,3,9.3,ATL,50.4,.155,8
5.6,Ohio State University,2007,549,17955,32.7,Mike Conley,13.4,4,2.9,MEM,45.2,.121,8
1.6,Georgetown University,2007,514,16834,32.8,Jeff Green,14.4,5,5.1,BOS,25.7,.073,7
0.7,,2007,272,6038,22.2,Yi Jianlian,7.9,6,4.9,MIL,3.1,.025,5
1.7,University of Florida,2007,506,13044,25.8,Corey Brewer,10.1,7,3.0,MIN,15.1,.056,8
0.4,University of North Carolina,2007,323,5099,15.8,Brandan Wright,7.1,8,3.6,CHA,19.8,.187,7
2.8,University of Florida,2007,509,15169,29.8,Joakim Noah,9.8,9,9.4,CHI,53.0,.168,8
1.9,University of Washington,2007,532,12982,24.4,Spencer Hawes,9.4,10,6.3,SAC,18.7,.069,8
1.6,Texas A&M University,2007,188,2385,12.7,Acie Law,3.9,11,1.0,ATL,1.6,.032,4
1.4,Georgia Institute of Technology,2007,550,16595,30.2,Thaddeus Young,13.7,12,5.5,PHI,35.9,.104,8
0.8,University of Kansas,2007,231,3049,13.2,Julian Wright,3.9,13,2.3,NOK,3.9,.061,4
1.2,Florida State University,2007,296,8274,28.0,Al Thornton,11.9,14,4.2,LAC,6.1,.035,4
3.9,Eastern Washington University,2007,517,14931,28.9,Rodney Stuckey,13.3,15,3.0,DET,24.3,.078,8
1.1,University of Southern California,2007,511,12162,23.8,Nick Young,12.3,16,2.0,WAS,13.6,.054,8
0.3,Boston College,2007,137,1978,14.4,Sean Williams,4.2,17,3.4,NJN,3.0,.073,4
1.6,,2007,469,10755,22.9,Marco Belinelli,9.5,18,2.0,GSW,18.1,.081,8
1.8,Georgia Institute of Technology,2007,113,1853,16.4,Javaris Crittenton,5.3,19,2.4,LAL,0.1,.002,2
0.6,Colorado State University,2007,372,6263,16.8,Jason Smith,6.1,20,3.5,MIA,8.8,.067,7
0.7,Ohio State University,2007,328,5993,18.3,Daequan Cook,6.4,21,2.1,PHI,4.9,.039,6
1.5,Boston College,2007,563,13485,24.0,Jared Dudley,8.6,22,3.4,CHA,31.7,.113,8
1.7,DePaul University,2007,406,12612,31.1,Wilson Chandler,13.7,23,5.2,NYK,17.9,.068,8
2.2,,2007,249,5965,24.0,Rudy Fernandez,9.1,24,2.4,PHO,14.2,.114,4
0.3,Rice University,2007,38,361,9.5,Morris Almond,3.1,25,1.2,UTA,0.0,.005,3
3.3,University of Oregon,2007,439,10210,23.3,Aaron Brooks,11.1,26,1.8,HOU,16.4,.077,7
2.0,"University of California, Los Angeles",2007,539,15035,27.9,Arron Afflalo,11.5,27,3.0,DET,28.6,.091,8
1.3,,2007,279,5526,19.8,Tiago Splitter,8.3,28,5.3,SAS,20.8,.181,5
0.3,University of Wisconsin,2007,51,426,8.4,Alando Tucker,4.1,29,1.0,PHO,0.4,.045,3
,,2007,,,,Petteri Koponen,,30,,PHI,,,
0.7,Purdue University,2007,445,10475,23.5,Carl Landry,11.2,31,5.1,SEA,32.9,.151,8
0.8,University of Southern California,2007,62,461,7.4,Gabe Pruitt,2.0,32,0.8,BOS,0.4,.043,2
0.2,University of Arizona,2007,13,39,3.0,Marcus Williams,1.1,33,0.9,SAS,-0.1,-0.084,2
0.4,"University of Nevada, Reno",2007,26,269,10.3,Nick Fazekas,4.1,34,3.4,DAL,0.8,.148,1
0.9,Louisiana State University,2007,474,10314,21.8,Glen Davis,8.3,35,4.5,SEA,17.9,.083,8
0.3,University of Alabama,2007,52,433,8.3,Jermareo Davidson,3.1,36,1.8,GSW,0.0,.000,2
2.1,Duke University,2007,367,7289,19.9,Josh McRoberts,5.7,37,4.1,POR,17.3,.114,8
0.3,,2007,135,1107,8.2,Kyrylo Fesenko,2.3,38,2.0,PHI,0.9,.038,5
,,2007,,,,Stanko Barac,,39,,MIA,,,
0.2,,2007,10,28,2.8,Sun Yue,0.6,40,0.0,LAL,-0.1,-0.226,1
0.4,University of Florida,2007,70,780,11.1,Chris Richard,1.9,41,2.8,MIN,0.7,.045,2
0.5,Vanderbilt University,2007,2,37,18.5,Derrick Byars,5.0,42,5.5,POR,0.1,.147,1
,University of Iowa,2007,,,,Adam Haluska,,43,,NOK,,,
,University of North Carolina,2007,,,,Reyshawn Terry,,44,,ORL,,,
,Marist College,2007,,,,Jared Jordan,,45,,LAC,,,
0.2,University of Massachusetts Amherst,2007,16,303,18.9,Stephane Lasme,5.2,46,3.3,GSW,0.3,.041,1
1.2,"California State University, Fresno",2007,342,5348,15.6,Dominic McGuire,2.7,47,3.4,WAS,4.1,.037,6
2.9,,2007,476,16097,33.8,Marc Gasol,13.9,48,7.9,LAL,53.2,.159,7
0.7,University of Pittsburgh,2007,318,3851,12.1,Aaron Gray,3.4,49,3.7,CHI,6.2,.077,7
,,2007,,,,Renaldas Seibutis,,50,,DAL,,,
0.0,Oklahoma State University,2007,1,0,0.0,JamesOn Curry,0.0,51,0.0,CHI,0.0,,1
0.6,University of Florida,2007,17,74,4.4,Taurean Green,1.6,52,0.6,POR,-0.1,-0.066,1
0.1,Syracuse University,2007,18,58,3.2,Demetris Nichols,1.2,53,0.4,POR,-0.2,-0.203,2
,,2007,,,,Brad Newley,,54,,HOU,,,
,Providence College,2007,,,,Herbert Hill,,55,,UTA,,,
4.6,"University of Nevada, Reno",2007,492,12488,25.4,Ramon Sessions,11.4,56,2.9,MIL,22.6,.087,8
,DePaul University,2007,,,,Sammy Mejia,,57,,DET,,,
,,2007,,,,Giorgos Printezis,,58,,SAS,,,
0.9,University of Maryland,2007,33,270,8.2,D.J. Strawberry,2.2,59,0.8,PHO,-0.2,-0.031,1
,,2007,,,,Milovan Rakovic,,60,,DAL,,,
6.6,University of Memphis,2008,320,11499,35.9,Derrick Rose,20.6,1,3.8,CHI,30.8,.129,6
1.3,Kansas State University,2008,409,10170,24.9,Michael Beasley,13.2,2,4.9,MIA,10.3,.048,6
3.0,University of Southern California,2008,475,15101,31.8,O.J. Mayo,14.5,3,3.2,MIN,20.5,.065,7
7.0,"University of California, Los Angeles",2008,466,15744,33.8,Russell Westbrook,20.4,4,5.0,SEA,45.9,.140,7
2.4,"University of California, Los Angeles",2008,403,13325,33.1,Kevin Love,19.1,5,12.0,MEM,51.3,.185,7
1.9,,2008,309,9375,30.3,Danilo Gallinari,14.0,6,4.5,NYK,24.9,.127,6
3.3,Indiana University,2008,330,11259,34.1,Eric Gordon,17.1,7,2.6,LAC,17.7,.076,7
0.7,West Virginia University,2008,67,745,11.1,Joe Alexander,4.2,8,1.8,MIL,0.5,.030,2
4.1,University of Texas at Austin,2008,470,11605,24.7,D.J. Augustin,10.0,9,1.8,CHA,25.0,.103,7
1.4,Stanford University,2008,373,12151,32.6,Brook Lopez,17.8,10,7.2,NJN,33.6,.133,7
2.9,University of Arizona,2008,420,8436,20.1,Jerryd Bayless,8.4,11,1.9,IND,14.6,.083,7
1.1,Rider University,2008,499,13348,26.7,Jason Thompson,9.6,12,7.0,SAC,20.9,.075,7
1.0,University of Kansas,2008,347,8345,24.0,Brandon Rush,7.9,13,3.2,POR,8.9,.051,7
0.7,Louisiana State University,2008,252,3841,15.2,Anthony Randolph,7.1,14,4.3,GSW,5.8,.072,6
0.5,Stanford University,2008,431,8920,20.7,Robin Lopez,8.1,15,5.0,PHO,25.2,.136,7
0.6,University of Florida,2008,460,7338,16.0,Marreese Speights,7.9,16,4.3,PHI,18.1,.118,7
1.5,Georgetown University,2008,495,12874,26.0,Roy Hibbert,11.2,17,6.8,TOR,29.8,.111,7
0.4,"University of Nevada, Reno",2008,373,7513,20.1,JaVale McGee,8.6,18,5.6,WAS,18.7,.119,7
0.9,North Carolina State University,2008,458,10729,23.4,J.J. Hickson,10.0,19,7.1,CLE,20.4,.091,7
0.4,,2008,155,1812,11.7,Alexis Ajinca,4.5,20,3.2,CHA,3.5,.094,5
0.9,University of California,2008,397,10077,25.4,Ryan Anderson,12.5,21,5.6,NJN,32.4,.154,7
1.5,Western Kentucky University,2008,481,12906,26.8,Courtney Lee,9.7,22,2.6,ORL,24.3,.090,7
0.4,Ohio State University,2008,382,5745,15.0,Kosta Koufos,5.4,23,4.5,UTA,15.8,.132,7
0.5,,2008,422,11787,27.9,Serge Ibaka,11.2,24,7.4,SEA,40.2,.164,6
2.8,,2008,445,13623,30.6,Nicolas Batum,11.3,25,4.9,HOU,34.5,.121,7
3.0,Indiana University-Purdue University Indianapolis,2008,438,12149,27.7,George Hill,10.7,26,3.0,SAS,36.9,.146,7
0.7,University of Kansas,2008,347,6232,18.0,Darrell Arthur,6.6,27,3.7,NOH,9.1,.070,6
0.7,Syracuse University,2008,253,4259,16.8,Donte Greene,6.1,28,2.4,MEM,1.5,.017,4
0.6,Indiana University,2008,138,2111,15.3,D.J. White,5.9,29,3.2,DET,3.8,.087,6
0.3,University of New Mexico,2008,38,247,6.5,J.R. Giddens,1.9,30,1.4,BOS,0.1,.027,2
0.7,,2008,237,6013,25.4,Nikola Pekovic,13.0,31,6.9,MIN,18.0,.144,5
0.0,University of Alabama at Birmingham,2008,8,20,2.5,Walter Sharpe,1.0,32,0.4,SEA,-0.1,-0.131,1
0.4,University of Memphis,2008,93,967,10.4,Joey Dorsey,2.3,33,3.7,POR,1.5,.073,4
3.9,University of Kansas,2008,479,13308,27.8,Mario Chalmers,8.8,34,2.4,MIN,26.3,.095,7
0.5,Texas A&M University,2008,474,12013,25.3,DeAndre Jordan,7.6,35,8.4,LAC,36.6,.146,7
0.6,,2008,314,6313,20.1,Omer Asik,5.7,36,7.5,POR,15.5,.118,5
0.9,"University of California, Los Angeles",2008,434,10391,23.9,Luc Mbah a Moute,6.6,37,4.8,MIL,17.9,.083,7
1.6,Washington State University,2008,73,1379,18.9,Kyle Weaver,5.0,38,2.2,CHA,1.5,.051,3
1.5,University of Arkansas,2008,140,2836,20.3,Sonny Weems,7.7,39,2.5,CHI,0.6,.010,3
1.1,University of Memphis,2008,222,4381,19.7,Chris Douglas-Roberts,7.1,40,2.1,NJN,5.4,.059,6
0.5,,2008,45,431,9.6,Nathan Jawai,2.8,41,2.4,IND,0.2,.020,2
0.8,University of Virginia,2008,37,303,8.2,Sean Singletary,2.4,42,0.9,SAC,0.0,.006,1
0.3,Georgetown University,2008,7,19,2.7,Patrick Ewing,0.4,43,0.3,SAC,-0.1,-0.158,1
,,2008,,,,Ante Tomic,,44,,UTA,,,
4.5,,2008,464,11737,25.3,Goran Dragic,11.9,45,2.6,SAS,28.8,.118,7
,Brigham Young University Hawaii,2008,,,,Trent Plaisted,,46,,SEA,,,
0.8,Kansas State University,2008,157,2388,15.2,Bill Walker,5.8,47,2.0,WAS,4.5,.090,4
0.5,University of Oregon,2008,62,472,7.6,Malik Hairston,2.4,48,1.2,PHO,0.8,.086,2
,University of Alabama,2008,,,,Richard Hendrix,,49,,GSW,,,
,University of California,2008,,,,DeVon Hardin,,50,,SEA,,,
,Vanderbilt University,2008,,,,Shan Foster,,51,,DAL,,,
0.2,University of Kansas,2008,138,1039,7.5,Darnell Jackson,2.2,52,1.5,MIA,1.3,.059,3
,,2008,,,,Tadija Dragicevic,,53,,UTA,,,
,University of Oregon,2008,,,,Maarty Leunen,,54,,HOU,,,
2.1,Iowa State University,2008,51,771,15.1,Mike Taylor,5.7,55,1.7,POR,-0.4,-0.028,1
,University of Kansas,2008,,,,Sasha Kaun,,56,,SEA,,,
,University of Maryland,2008,,,,James Gist,,57,,SAS,,,
0.5,University of Kentucky,2008,2,23,11.5,Joe Crawford,4.5,58,2.0,LAL,0.0,.037,1
,Virginia Polytechnic Institute and State University,2008,,,,Deron Washington,,59,,DET,,,
